DEBUG | 2018-04-16 15:44:47,771 | [bootstrap,,,] | restartedMain org.springframework.boot.logging.ClasspathLoggingApplicationListener | Application started with classpath: [file:/C:/Users/wangx/git/cxgmAPP/cxgm-parent/cxgm-framework/cxgm-eureka-register/target/classes/]
DEBUG | 2018-04-16 15:44:48,211 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor' to allow for resolving potential circular references
DEBUG | 2018-04-16 15:44:48,216 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor.store'
DEBUG | 2018-04-16 15:44:48,216 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Invoking afterPropertiesSet() on bean with name 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor'
DEBUG | 2018-04-16 15:44:48,216 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'propertySourcesPlaceholderConfigurer'
DEBUG | 2018-04-16 15:44:48,217 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor'
DEBUG | 2018-04-16 15:44:48,218 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'configurationPropertiesBeans'
DEBUG | 2018-04-16 15:44:48,218 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'configurationPropertiesBeans'
DEBUG | 2018-04-16 15:44:48,218 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'configurationPropertiesRebinderAutoConfiguration'
DEBUG | 2018-04-16 15:44:48,218 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'configurationPropertiesRebinderAutoConfiguration'
DEBUG | 2018-04-16 15:44:48,220 | [bootstrap,,,] | background-preinit org.jboss.logging | Logging Provider: org.jboss.logging.Slf4jLoggerProvider found via system property
INFO | 2018-04-16 15:44:48,222 | [bootstrap,,,] | background-preinit org.hibernate.validator.internal.util.Version | HV000001: Hibernate Validator 5.3.6.Final
DEBUG | 2018-04-16 15:44:48,222 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'configurationPropertiesRebinderAutoConfiguration' to allow for resolving potential circular references
INFO | 2018-04-16 15:44:48,225 | [bootstrap,,,] | restartedMain org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker | Bean 'configurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$f4c8a5c7] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
DEBUG | 2018-04-16 15:44:48,225 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'configurationPropertiesRebinderAutoConfiguration'
DEBUG | 2018-04-16 15:44:48,238 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor.store'
DEBUG | 2018-04-16 15:44:48,239 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'configurationPropertiesBeans' to allow for resolving potential circular references
DEBUG | 2018-04-16 15:44:48,242 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'configurationPropertiesBeans'
DEBUG | 2018-04-16 15:44:48,242 | [bootstrap,,,] | background-preinit org.hibernate.validator.internal.engine.resolver.DefaultTraversableResolver | Cannot find javax.persistence.Persistence on classpath. Assuming non JPA 2 environment. All properties will per default be traversable.
DEBUG | 2018-04-16 15:44:48,244 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.AnnotationConfigApplicationContext | Unable to locate MessageSource with name 'messageSource': using default [org.springframework.context.support.DelegatingMessageSource@25ce532]
DEBUG | 2018-04-16 15:44:48,244 | [bootstrap,,,] | restartedMain org.springframework.context.annotation.AnnotationConfigApplicationContext | Unable to locate ApplicationEventMulticaster with name 'applicationEventMulticaster': using default [org.springframework.context.event.SimpleApplicationEventMulticaster@11f0fe14]
DEBUG | 2018-04-16 15:44:48,245 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@5f249c67: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.context.event.internalEventListenerProcessor,org.springframework.context.event.internalEventListenerFactory,propertySourceBootstrapConfiguration,encryptionBootstrapConfiguration,configurationPropertiesRebinderAutoConfiguration,propertyPlaceholderAutoConfiguration,configServiceBootstrapConfiguration,org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory,spring.cloud.config-org.springframework.cloud.bootstrap.config.PropertySourceBootstrapProperties,org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor,org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor.store,environmentDecryptApplicationListener,encrypt-org.springframework.cloud.bootstrap.encrypt.KeyProperties,org.springframework.boot.autoconfigure.condition.BeanTypeRegistry,configurationPropertiesBeans,configurationPropertiesRebinder,org.springframework.boot.autoconfigure.context.PropertyPlaceholderAutoConfiguration,propertySourcesPlaceholderConfigurer,configClientProperties,configServicePropertySource]; root of factory hierarchy
DEBUG | 2018-04-16 15:44:48,245 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor'
DEBUG | 2018-04-16 15:44:48,245 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'org.springframework.context.annotation.internalAutowiredAnnotationProcessor'
DEBUG | 2018-04-16 15:44:48,245 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'org.springframework.context.annotation.internalRequiredAnnotationProcessor'
DEBUG | 2018-04-16 15:44:48,245 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'org.springframework.context.annotation.internalCommonAnnotationProcessor'
DEBUG | 2018-04-16 15:44:48,245 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.context.event.internalEventListenerProcessor'
DEBUG | 2018-04-16 15:44:48,245 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'org.springframework.context.event.internalEventListenerProcessor'
DEBUG | 2018-04-16 15:44:48,246 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'org.springframework.context.event.internalEventListenerProcessor' to allow for resolving potential circular references
DEBUG | 2018-04-16 15:44:48,250 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'org.springframework.context.event.internalEventListenerProcessor'
DEBUG | 2018-04-16 15:44:48,250 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'org.springframework.context.event.internalEventListenerFactory'
DEBUG | 2018-04-16 15:44:48,250 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'org.springframework.context.event.internalEventListenerFactory'
DEBUG | 2018-04-16 15:44:48,250 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'org.springframework.context.event.internalEventListenerFactory' to allow for resolving potential circular references
DEBUG | 2018-04-16 15:44:48,253 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'org.springframework.context.event.internalEventListenerFactory'
DEBUG | 2018-04-16 15:44:48,253 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'propertySourceBootstrapConfiguration'
DEBUG | 2018-04-16 15:44:48,253 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'propertySourceBootstrapConfiguration'
DEBUG | 2018-04-16 15:44:48,255 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.InjectionMetadata | Registered injected element on class [org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration$$EnhancerBySpringCGLIB$$885bc133]: AutowiredFieldElement for private java.util.List org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration.propertySourceLocators
DEBUG | 2018-04-16 15:44:48,255 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'propertySourceBootstrapConfiguration' to allow for resolving potential circular references
DEBUG | 2018-04-16 15:44:48,258 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.InjectionMetadata | Processing injected element of bean 'propertySourceBootstrapConfiguration': AutowiredFieldElement for private java.util.List org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration.propertySourceLocators
DEBUG | 2018-04-16 15:44:48,262 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'configServicePropertySource'
DEBUG | 2018-04-16 15:44:48,262 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'configServicePropertySource'
DEBUG | 2018-04-16 15:44:48,262 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'configServiceBootstrapConfiguration'
DEBUG | 2018-04-16 15:44:48,262 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'configServiceBootstrapConfiguration'
DEBUG | 2018-04-16 15:44:48,263 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.InjectionMetadata | Registered injected element on class [org.springframework.cloud.config.client.ConfigServiceBootstrapConfiguration$$EnhancerBySpringCGLIB$$ea523d53]: AutowiredFieldElement for private org.springframework.core.env.ConfigurableEnvironment org.springframework.cloud.config.client.ConfigServiceBootstrapConfiguration.environment
DEBUG | 2018-04-16 15:44:48,263 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'configServiceBootstrapConfiguration' to allow for resolving potential circular references
DEBUG | 2018-04-16 15:44:48,266 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.InjectionMetadata | Processing injected element of bean 'configServiceBootstrapConfiguration': AutowiredFieldElement for private org.springframework.core.env.ConfigurableEnvironment org.springframework.cloud.config.client.ConfigServiceBootstrapConfiguration.environment
DEBUG | 2018-04-16 15:44:48,266 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'environment'
DEBUG | 2018-04-16 15:44:48,266 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor | Autowiring by type from bean name 'configServiceBootstrapConfiguration' to bean named 'environment'
DEBUG | 2018-04-16 15:44:48,267 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'configServiceBootstrapConfiguration'
DEBUG | 2018-04-16 15:44:48,268 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'configClientProperties'
DEBUG | 2018-04-16 15:44:48,268 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'configClientProperties'
DEBUG | 2018-04-16 15:44:48,268 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'configServiceBootstrapConfiguration'
DEBUG | 2018-04-16 15:44:48,274 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Could not find key 'spring.profiles.active' in any property source
DEBUG | 2018-04-16 15:44:48,274 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Could not find key 'spring.profiles.default' in any property source
DEBUG | 2018-04-16 15:44:48,276 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.InjectionMetadata | Registered injected element on class [org.springframework.cloud.config.client.ConfigClientProperties]: AutowiredFieldElement for private java.lang.String org.springframework.cloud.config.client.ConfigClientProperties.name
DEBUG | 2018-04-16 15:44:48,276 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'configClientProperties' to allow for resolving potential circular references
DEBUG | 2018-04-16 15:44:48,280 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.InjectionMetadata | Processing injected element of bean 'configClientProperties': AutowiredFieldElement for private java.lang.String org.springframework.cloud.config.client.ConfigClientProperties.name
DEBUG | 2018-04-16 15:44:48,280 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Could not find key 'spring.application.name:application' in any property source
DEBUG | 2018-04-16 15:44:48,280 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Could not find key 'spring.application.name:application' in any property source
DEBUG | 2018-04-16 15:44:48,280 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Found key 'spring.application.name' in PropertySource 'defaultProperties' with value of type String
DEBUG | 2018-04-16 15:44:48,280 | [bootstrap,,,] | restartedMain org.springframework.core.env.PropertySourcesPropertyResolver | Found key 'spring.application.name' in PropertySource 'environmentProperties' with value of type String
DEBUG | 2018-04-16 15:44:48,285 | [bootstrap,,,] | restartedMain org.hibernate.validator.internal.engine.resolver.DefaultTraversableResolver | Cannot find javax.persistence.Persistence on classpath. Assuming non JPA 2 environment. All properties will per default be traversable.
DEBUG | 2018-04-16 15:44:48,297 | [bootstrap,,,] | restartedMain org.hibernate.validator.internal.engine.resolver.DefaultTraversableResolver | Cannot find javax.persistence.Persistence on classpath. Assuming non JPA 2 environment. All properties will per default be traversable.
DEBUG | 2018-04-16 15:44:48,301 | [bootstrap,,,] | restartedMain org.hibernate.validator.internal.engine.ConfigurationImpl | Setting custom MessageInterpolator of type org.springframework.validation.beanvalidation.LocaleContextMessageInterpolator
DEBUG | 2018-04-16 15:44:48,301 | [bootstrap,,,] | restartedMain org.hibernate.validator.internal.engine.ConfigurationImpl | Setting custom ConstraintValidatorFactory of type org.springframework.validation.beanvalidation.SpringConstraintValidatorFactory
DEBUG | 2018-04-16 15:44:48,303 | [bootstrap,,,] | restartedMain org.hibernate.validator.internal.engine.ConfigurationImpl | Setting custom ParameterNameProvider of type com.sun.proxy.$Proxy34
DEBUG | 2018-04-16 15:44:48,337 | [bootstrap,,,] | restartedMain org.hibernate.validator.internal.xml.ValidationXmlParser | Trying to load META-INF/validation.xml for XML based Validator configuration.
DEBUG | 2018-04-16 15:44:48,338 | [bootstrap,,,] | restartedMain org.hibernate.validator.internal.xml.ResourceLoaderHelper | Trying to load META-INF/validation.xml via user class loader
DEBUG | 2018-04-16 15:44:48,340 | [bootstrap,,,] | restartedMain org.hibernate.validator.internal.xml.ResourceLoaderHelper | Trying to load META-INF/validation.xml via TCCL
DEBUG | 2018-04-16 15:44:48,340 | [bootstrap,,,] | restartedMain org.hibernate.validator.internal.xml.ResourceLoaderHelper | Trying to load META-INF/validation.xml via Hibernate Validator's class loader
DEBUG | 2018-04-16 15:44:48,341 | [bootstrap,,,] | restartedMain org.hibernate.validator.internal.xml.ValidationXmlParser | No META-INF/validation.xml found. Using annotation based configuration only.
DEBUG | 2018-04-16 15:44:48,425 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.InjectionMetadata | Processing injected element of bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor': AutowiredMethodElement for public void org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor.setConverters(java.util.List)
DEBUG | 2018-04-16 15:44:48,426 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.InjectionMetadata | Processing injected element of bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor': AutowiredMethodElement for public void org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor.setGenericConverters(java.util.List)
DEBUG | 2018-04-16 15:44:48,427 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'bootstrap' with lowest search precedence
DEBUG | 2018-04-16 15:44:48,427 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'servletConfigInitParams' with lowest search precedence
DEBUG | 2018-04-16 15:44:48,427 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'servletContextInitParams' with lowest search precedence
DEBUG | 2018-04-16 15:44:48,427 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'systemProperties' with lowest search precedence
DEBUG | 2018-04-16 15:44:48,427 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'systemEnvironment' with lowest search precedence
DEBUG | 2018-04-16 15:44:48,427 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'random' with lowest search precedence
DEBUG | 2018-04-16 15:44:48,427 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'springCloudClientHostInfo' with lowest search precedence
DEBUG | 2018-04-16 15:44:48,427 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'refresh' with lowest search precedence
DEBUG | 2018-04-16 15:44:48,427 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'defaultProperties' with lowest search precedence
DEBUG | 2018-04-16 15:44:48,427 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'localProperties' with lowest search precedence
DEBUG | 2018-04-16 15:44:48,434 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'configClientProperties'
DEBUG | 2018-04-16 15:44:48,434 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Autowiring by type from bean name 'configServicePropertySource' via factory method to bean named 'configClientProperties'
DEBUG | 2018-04-16 15:44:48,439 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'configServicePropertySource' to allow for resolving potential circular references
DEBUG | 2018-04-16 15:44:48,443 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'configServicePropertySource'
DEBUG | 2018-04-16 15:44:48,450 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor | Autowiring by type from bean name 'propertySourceBootstrapConfiguration' to bean named 'configServicePropertySource'
DEBUG | 2018-04-16 15:44:48,451 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'propertySourceBootstrapConfiguration'
DEBUG | 2018-04-16 15:44:48,451 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'encryptionBootstrapConfiguration'
DEBUG | 2018-04-16 15:44:48,451 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'encryptionBootstrapConfiguration'
DEBUG | 2018-04-16 15:44:48,451 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.InjectionMetadata | Registered injected element on class [org.springframework.cloud.bootstrap.encrypt.EncryptionBootstrapConfiguration$$EnhancerBySpringCGLIB$$e5180423]: AutowiredFieldElement for private org.springframework.security.crypto.encrypt.TextEncryptor org.springframework.cloud.bootstrap.encrypt.EncryptionBootstrapConfiguration.encryptor
DEBUG | 2018-04-16 15:44:48,451 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.InjectionMetadata | Registered injected element on class [org.springframework.cloud.bootstrap.encrypt.EncryptionBootstrapConfiguration$$EnhancerBySpringCGLIB$$e5180423]: AutowiredFieldElement for private org.springframework.cloud.bootstrap.encrypt.KeyProperties org.springframework.cloud.bootstrap.encrypt.EncryptionBootstrapConfiguration.key
DEBUG | 2018-04-16 15:44:48,451 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'encryptionBootstrapConfiguration' to allow for resolving potential circular references
DEBUG | 2018-04-16 15:44:48,454 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.InjectionMetadata | Processing injected element of bean 'encryptionBootstrapConfiguration': AutowiredFieldElement for private org.springframework.security.crypto.encrypt.TextEncryptor org.springframework.cloud.bootstrap.encrypt.EncryptionBootstrapConfiguration.encryptor
DEBUG | 2018-04-16 15:44:48,455 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.InjectionMetadata | Processing injected element of bean 'encryptionBootstrapConfiguration': AutowiredFieldElement for private org.springframework.cloud.bootstrap.encrypt.KeyProperties org.springframework.cloud.bootstrap.encrypt.EncryptionBootstrapConfiguration.key
DEBUG | 2018-04-16 15:44:48,455 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'encrypt-org.springframework.cloud.bootstrap.encrypt.KeyProperties'
DEBUG | 2018-04-16 15:44:48,455 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'encrypt-org.springframework.cloud.bootstrap.encrypt.KeyProperties'
DEBUG | 2018-04-16 15:44:48,456 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'encrypt-org.springframework.cloud.bootstrap.encrypt.KeyProperties' to allow for resolving potential circular references
DEBUG | 2018-04-16 15:44:48,461 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'bootstrap' with lowest search precedence
DEBUG | 2018-04-16 15:44:48,462 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'servletConfigInitParams' with lowest search precedence
DEBUG | 2018-04-16 15:44:48,462 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'servletContextInitParams' with lowest search precedence
DEBUG | 2018-04-16 15:44:48,462 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'systemProperties' with lowest search precedence
DEBUG | 2018-04-16 15:44:48,462 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'systemEnvironment' with lowest search precedence
DEBUG | 2018-04-16 15:44:48,462 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'random' with lowest search precedence
DEBUG | 2018-04-16 15:44:48,462 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'springCloudClientHostInfo' with lowest search precedence
DEBUG | 2018-04-16 15:44:48,462 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'refresh' with lowest search precedence
DEBUG | 2018-04-16 15:44:48,462 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'defaultProperties' with lowest search precedence
DEBUG | 2018-04-16 15:44:48,462 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'localProperties' with lowest search precedence
DEBUG | 2018-04-16 15:44:48,463 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'encrypt-org.springframework.cloud.bootstrap.encrypt.KeyProperties'
DEBUG | 2018-04-16 15:44:48,463 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor | Autowiring by type from bean name 'encryptionBootstrapConfiguration' to bean named 'encrypt-org.springframework.cloud.bootstrap.encrypt.KeyProperties'
DEBUG | 2018-04-16 15:44:48,464 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'encryptionBootstrapConfiguration'
DEBUG | 2018-04-16 15:44:48,464 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'configurationPropertiesRebinderAutoConfiguration'
DEBUG | 2018-04-16 15:44:48,464 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'propertyPlaceholderAutoConfiguration'
DEBUG | 2018-04-16 15:44:48,464 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'propertyPlaceholderAutoConfiguration'
DEBUG | 2018-04-16 15:44:48,464 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'propertyPlaceholderAutoConfiguration' to allow for resolving potential circular references
DEBUG | 2018-04-16 15:44:48,468 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Finished creating instance of bean 'propertyPlaceholderAutoConfiguration'
DEBUG | 2018-04-16 15:44:48,468 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'configServiceBootstrapConfiguration'
DEBUG | 2018-04-16 15:44:48,468 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory'
DEBUG | 2018-04-16 15:44:48,468 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating shared instance of singleton bean 'spring.cloud.config-org.springframework.cloud.bootstrap.config.PropertySourceBootstrapProperties'
DEBUG | 2018-04-16 15:44:48,468 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Creating instance of bean 'spring.cloud.config-org.springframework.cloud.bootstrap.config.PropertySourceBootstrapProperties'
DEBUG | 2018-04-16 15:44:48,469 | [bootstrap,,,] | restartedMain org.springframework.beans.factory.support.DefaultListableBeanFactory | Eagerly caching bean 'spring.cloud.config-org.springframework.cloud.bootstrap.config.PropertySourceBootstrapProperties' to allow for resolving potential circular references
DEBUG | 2018-04-16 15:44:48,473 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'bootstrap' with lowest search precedence
DEBUG | 2018-04-16 15:44:48,474 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'servletConfigInitParams' with lowest search precedence
DEBUG | 2018-04-16 15:44:48,474 | [bootstrap,,,] | restartedMain org.springframework.core.env.MutablePropertySources | Adding PropertySource 'servletContextInitParams' with lowest search precedence
